Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Caroline Springs,9 Hounslow Grn,5,h,1150000,SP,RW,24/06/2017,14.8,3023,5,5,4,688,490,2006,Melton City Council,-37.74281,144.72513,Western Metropolitan,7719
Greenvale,5 Barmah Gra,4,h,715000,S,YPA,24/06/2017,20.4,3059,4,2,2,680,230,2011,Hume City Council,-37.61236,144.90753,Northern Metropolitan,4864
Ashburton,28 Baker Pde,4,t,1650000,VB,Jellis,26/08/2017,10.2,3147,4,2,1,338,200,2005,Boroondara City Council,-37.86058,145.08542,Southern Metropolitan,3052
Armadale,504 Orrong Rd,4,h,3200000,VB,Kay,17/06/2017,6.3,3143,4,4,2,847,285,1935,Stonnington City Council,-37.85938,145.01087,Southern Metropolitan,4836
Braybrook,21 Hughes St,3,h,575000,S,Trimson,10/12/16,10.8,3019,3,1,3,559,98,1955,Maribyrnong City Council,-37.7923,144.852,Western Metropolitan,3589
Preston,4/1 Furzer St,3,t,714000,S,Nelson,18/06/2016,8.8,3072,3,2,2,185,115,2005,Darebin City Council,-37.7287,144.9869,Northern Metropolitan,14577
Fitzroy,15 Argyle St,3,h,1394000,S,Jellis,17/06/2017,2.1,3065,3,2,1,60,200,1950,Yarra City Council,-37.79714,144.97596,Northern Metropolitan,5825
Highett,13 Train St,5,h,1225000,S,Buxton,19/08/2017,16,3190,5,2,2,506,210,1950,Bayside City Council,-37.94708,145.04056,Southern Metropolitan,4794
Cremorne,72 Cubitt St,2,h,1000000,S,hockingstuart,4/6/16,2.5,3121,2,1,2,176,114,1920,Yarra City Council,-37.8281,144.9923,Northern Metropolitan,1123
West Footscray,4/38 Hampton Pde,2,u,266000,S,Sweeney,20/05/2017,8.2,3012,2,1,1,1059,65,1970,Maribyrnong City Council,-37.8062,144.8665,Western Metropolitan,5058
Collingwood,147 Easey St,2,h,1095000,SP,Nelson,24/06/2017,2,3066,2,1,0,151,88,1900,Yarra City Council,-37.79853,144.99256,Northern Metropolitan,4553
Moonee Ponds,102 Waverley St,4,h,1270000,S,Jellis,8/7/17,6.2,3039,4,1,3,478,152,1925,Moonee Valley City Council,-37.76421,144.90571,Western Metropolitan,6232
Craigieburn,64 Bainbridge Cl,3,h,600000,S,Stockdale,18/11/2017,20.6,3064,3,2,2,610,131,1980,Hume City Council,-37.6027,144.9387,Northern Metropolitan,15510
Moorabbin,20b Grandview Gr,4,t,1250000,VB,Buxton,24/02/2018,14.3,3189,4,3,2,339,262,2017,Kingston City Council,-37.94372,145.04611,Southern Metropolitan,2555
Middle Park,158 Neville St,2,h,1300000,S,hockingstuart,8/4/17,4.1,3206,2,1,0,132,80,1900,Port Phillip City Council,-37.8527,144.9657,Southern Metropolitan,2019
Blackburn North,15 Merle St,4,h,1375000,S,Jellis,3/9/17,13.4,3130,4,1,3,757,150,1968,Whitehorse City Council,-37.80815,145.15441,Eastern Metropolitan,2867
Dallas,15 Mildura Cr,3,h,475000,PI,Stockdale,18/11/2017,14,3047,3,1,1,588,94,1960,Hume City Council,-37.667,144.9366,Northern Metropolitan,2246
St Kilda,9A Neptune St,2,h,920000,S,Whiting,24/02/2018,5,3182,2,1,1,120,82,1980,Port Phillip City Council,-37.86339,144.97856,Southern Metropolitan,13240
Doreen,7 Clancy Wy,3,h,537000,SP,Barry,3/3/18,25.9,3754,3,2,2,319,134,2014,Nillumbik Shire Council,-37.60044,145.12161,Northern Victoria,7254
Wantirna,15 Chequers Cl,3,h,812000,S,hockingstuart,9/12/17,14.7,3152,3,2,2,560,129,1982,Knox City Council,-37.86422,145.2272,Eastern Metropolitan,5424
Greenvale,9 Posy St,3,h,703000,S,Ray,17/03/2018,20.4,3059,3,2,2,415,177,2015,Hume City Council,-37.62525,144.87738,Northern Metropolitan,4864
Glenroy,133 Morell St,3,h,780000,SP,Stockdale,3/9/17,11.2,3046,3,1,3,618,116,1960,Moreland City Council,-37.69836,144.93891,Northern Metropolitan,8870
McKinnon,41 McKinnon Rd,2,h,1200000,SP,Buxton,12/8/17,11.4,3204,2,1,2,397,96,1940,Glen Eira City Council,-37.90978,145.02937,Southern Metropolitan,2397
Seddon,22 Margaret St,2,h,817000,S,Thomson,7/10/17,5.1,3011,2,1,1,256,75,1900,Maribyrnong City Council,-37.80389,144.88711,Western Metropolitan,2417
Dandenong North,93 Hennessy Wy,4,h,850000,PI,Ray,3/3/18,24.7,3175,4,2,2,553,217,1999,Greater Dandenong City Council,-37.94691,145.20255,South-Eastern Metropolitan,8322
South Morang,26 Kingfisher Pl,4,h,730000,S,HAR,3/3/18,20.5,3752,4,2,2,652,184,1995,Whittlesea City Council,-37.65766,145.09505,Northern Metropolitan,7969
Sandringham,221 Bluff Rd,4,h,1490000,S,Buxton,26/08/2017,15.2,3191,4,2,2,503,168,1930,Bayside City Council,-37.95685,145.01977,Southern Metropolitan,4497
Oakleigh South,44 Golf Rd,4,h,1390000,S,Buxton,22/07/2017,15.5,3167,4,2,2,558,243,2010,Kingston City Council,-37.91917,145.08807,South-Eastern Metropolitan,3692
Heidelberg,13 Hodgson St,3,h,1110000,S,Nelson,12/11/16,10.6,3084,3,1,2,600,190,1950,Banyule City Council,-37.752,145.0722,Eastern Metropolitan,2890
Northcote,13 Andrew St,3,h,1900000,SP,hockingstuart,16/04/2016,5.5,3070,3,1,1,522,174,1910,Darebin City Council,-37.7752,145.0032,Northern Metropolitan,11364
Kew,302 Cotham Rd,4,h,1312000,PI,RT,17/09/2016,5.6,3101,4,2,1,687,180,1955,Boroondara City Council,-37.8096,145.0529,Southern Metropolitan,10331
Clifton Hill,66 Noone St,2,h,780000,S,Harrington,4/6/16,3.4,3068,2,1,1,155,85,1880,Yarra City Council,-37.7934,144.9922,Northern Metropolitan,2954
Richmond,78 Davison St,5,h,3200000,SP,Jellis,4/3/17,2.6,3121,5,3,3,618,260,1890,Yarra City Council,-37.8157,145.0073,Northern Metropolitan,14949
Armadale,791 High St,3,h,1800000,PI,RT,15/10/2016,6.3,3143,3,2,2,405,121,1910,Stonnington City Council,-37.8545,145.0145,Southern Metropolitan,4836
Middle Park,33 Canterbury Rd,6,h,5575000,S,Marshall,24/02/2018,3,3206,6,4,4,420,324,1880,Port Phillip City Council,-37.84535,144.96044,Southern Metropolitan,2019
Strathmore,27 Henshall Rd,3,h,1330000,S,Considine,10/9/16,9.7,3041,3,2,1,606,159,1950,Moonee Valley City Council,-37.7378,144.9168,Western Metropolitan,3284
Fitzroy North,15 Willowbank Rd,3,h,1875000,S,hockingstuart,17/03/2018,3.6,3068,3,2,2,560,183,1980,Moreland City Council,-37.77501,144.98491,Northern Metropolitan,6244
St Albans,9 Gray Ct,3,h,610000,PI,YPA,1/7/17,14,3021,3,1,2,563,171,1989,Brimbank City Council,-37.7627,144.81107,Western Metropolitan,14042
Meadow Heights,13 Allendale Ct,3,h,520000,S,RW,15/07/2017,17.4,3048,3,1,1,631,111,1960,Hume City Council,-37.66004,144.92338,Northern Metropolitan,4704
Brunswick West,15 Wallace St,4,h,1000000,S,Nelson,24/09/2016,5.9,3055,3,1,1,589,148,1935,Moreland City Council,-37.7628,144.9459,Northern Metropolitan,7082
Kew,7 Heather Gr,5,h,2600000,VB,hockingstuart,27/11/2016,5.6,3101,5,2,2,674,281,1959,Boroondara City Council,-37.8064,145.0608,Southern Metropolitan,10331
Maidstone,7 Wallace St,3,h,721000,S,Sweeney/Advantage,8/10/16,9.2,3012,2,2,1,239,121,1955,Maribyrnong City Council,-37.7882,144.8784,Western Metropolitan,3873
Bentleigh East,16 Bevis St,5,h,1800000,VB,Gary,26/08/2017,13.8,3165,5,3,3,697,243,1960,Glen Eira City Council,-37.91865,145.05418,Southern Metropolitan,10969
Ivanhoe,122 Bond St,4,h,1836000,SP,Nelson,24/02/2018,7.8,3079,4,2,2,624,200,1955,Banyule City Council,-37.76154,145.03147,Eastern Metropolitan,5549
Preston,648 Plenty Rd,2,h,960000,SP,Love,28/10/2017,8.4,3072,2,1,2,440,107,1940,Darebin City Council,-37.73226,145.0146,Northern Metropolitan,14577
Brunswick East,7/226 Glenlyon Rd,1,u,320000,S,Jellis,19/08/2017,4,3057,1,1,1,682,34,1980,Moreland City Council,-37.7734,144.97686,Northern Metropolitan,5533
Sunshine West,7 Arnold St,4,h,780000,S,Sweeney,24/06/2017,10.5,3020,4,2,2,696,199,1999,Brimbank City Council,-37.78647,144.81319,Western Metropolitan,6763
Hadfield,9 South St,3,h,646000,S,YPA,12/11/16,12.1,3046,3,1,2,574,106,1970,Moreland City Council,-37.7157,144.9507,Northern Metropolitan,2606
Pascoe Vale,16 Hayes Pde,5,h,950000,VB,Nelson,10/12/16,9.9,3044,5,2,2,705,166,1950,Moreland City Council,-37.7328,144.9281,Northern Metropolitan,7485
Fawkner,4 Lord St,3,h,585000,S,hockingstuart,6/8/16,12.4,3060,0,1,1,605,103,1960,Hume City Council,-37.6985,144.9615,Northern Metropolitan,5070
Albion,2/32 Forrest St,3,u,560000,S,Douglas,25/02/2017,13.9,3020,3,2,7,420,150,1970,Brimbank City Council,-37.7848,144.8231,Western Metropolitan,2185
Nunawading,3 Gladys St,3,h,1056000,S,Fletchers,7/10/17,15.4,3131,3,1,2,586,119,1960,Manningham City Council,-37.81028,145.17456,Eastern Metropolitan,4973
Greensborough,26 Pamburra Ct,3,h,985000,S,Fletchers,28/10/2017,16.1,3088,3,2,2,754,140,1980,Banyule City Council,-37.69299,145.10591,Northern Metropolitan,8524
Hillside,33 Allenby Rd,5,h,650000,PI,Barry,17/03/2018,18,3037,5,2,2,666,157,1998,Brimbank City Council,-37.70382,144.75342,Western Metropolitan,5556
Avondale Heights,97 Military Rd,3,h,627500,SP,Moonee,8/10/16,10.5,3034,3,1,1,550,143,1970,Moonee Valley City Council,-37.7632,144.8622,Western Metropolitan,4502
Doncaster,1 Curnola Av,3,h,1600000,S,Barry,17/03/2018,12.4,3108,3,1,2,728,131,1962,Manningham City Council,-37.78118,145.11029,Eastern Metropolitan,9028
Niddrie,2 Michael Ct,3,t,840000,S,Barry,15/10/2016,11.2,3042,3,2,2,374,180,1990,Moonee Valley City Council,-37.7445,144.8834,Western Metropolitan,2291
Ascot Vale,62 Mirams St,3,h,890000,SP,Brad,16/07/2016,5.9,3032,3,1,1,242,110,1920,Moonee Valley City Council,-37.7765,144.9114,Western Metropolitan,6567
Yarraville,118 Severn St,4,h,1343000,S,Village,25/11/2017,6.3,3013,4,2,3,444,167,1950,Maribyrnong City Council,-37.8206,144.8786,Western Metropolitan,6543
Viewbank,44 Martins La,4,h,895000,S,Miles,18/06/2016,13.8,3084,4,2,2,700,18,1980,Banyule City Council,-37.7326,145.0881,Eastern Metropolitan,2698
Abbotsford,48 Abbotsford St,3,h,1447500,PI,Nelson,22/08/2016,2.5,3067,3,3,1,166,174,2012,Yarra City Council,-37.8017,145.0001,Northern Metropolitan,4019
Aspendale,3 Wanda Ct,4,h,940000,S,hockingstuart,17/03/2018,21.5,3195,4,2,2,635,142,1995,Kingston City Council,-38.02416,145.11053,South-Eastern Metropolitan,2824
Sunshine North,43 Cary St,3,h,600000,VB,Stockdale,12/11/16,13.3,3020,3,1,2,751,112,1960,Brimbank City Council,-37.7692,144.8246,Western Metropolitan,4217
Balwyn,3 Glenluss St,3,h,2400000,VB,Marshall,28/10/2017,7.9,3103,3,1,2,893,140,1948,Boroondara City Council,-37.80513,145.09383,Southern Metropolitan,5682
Footscray,27 Leander St,2,h,991000,S,Village,15/07/2017,5.1,3011,2,1,1,318,106,1910,Maribyrnong City Council,-37.79529,144.88453,Western Metropolitan,7570
Hampton East,2/2 Flowerdale Rd,2,u,801000,S,Buxton,19/11/2016,14.5,3188,2,1,1,217,107,1994,Bayside City Council,-37.9432,145.0348,Southern Metropolitan,2356
Viewbank,24 Northwood Dr,5,h,1025000,S,Nelson,17/09/2016,13.8,3084,5,3,2,531,233,1978,Banyule City Council,-37.7378,145.0955,Eastern Metropolitan,2698
Endeavour Hills,7 Ambrosia Ct,4,h,1090000,SP,REMAX,3/3/18,28.5,3802,4,3,2,581,390,2001,Casey City Council,-37.98081,145.26047,South-Eastern Metropolitan,8443
Sunshine West,11 Links St,3,h,680000,S,Douglas,7/11/16,13.5,3020,3,1,2,726,144,1966,Brimbank City Council,-37.7905,144.8073,Western Metropolitan,6763
Newport,14 Chalmers La,3,h,900000,SP,Raine,3/12/16,8.4,3015,3,2,2,194,176,2010,Hobsons Bay City Council,-37.8395,144.8787,Western Metropolitan,5498
South Yarra,639 Punt Rd,4,h,1855500,S,Greg,8/7/17,2.7,3141,4,2,1,176,216,1880,Melbourne City Council,-37.83986,144.98598,Southern Metropolitan,14887
Sunshine West,32 Killara St,3,h,716000,S,Barry,6/5/17,13.5,3020,3,1,1,534,120,1975,Brimbank City Council,-37.7886,144.821,Western Metropolitan,6763
Glenroy,45 Cosmos St,5,h,810000,S,Stockdale,11/3/17,13,3046,5,4,4,695,176,1950,Moreland City Council,-37.7028,144.9377,Northern Metropolitan,8870
Burwood,29 Murray Dr,3,h,1217000,S,Buxton,17/03/2018,10.4,3125,3,2,1,392,130,1950,Monash City Council,-37.84429,145.10199,Southern Metropolitan,5678
Balwyn,29 Bevan St,4,h,2188000,S,Marshall,19/11/2016,9.7,3103,4,2,2,752,253,1981,Boroondara City Council,-37.8149,145.0747,Southern Metropolitan,5682
Dandenong North,7 Buchan St,5,h,895000,S,Barry,22/07/2017,24.7,3175,5,2,4,779,186,1970,Greater Dandenong City Council,-37.94465,145.21236,South-Eastern Metropolitan,8322
Mont Albert,11 Marlborough St,3,h,2320000,S,Fletchers,3/3/18,10.2,3127,3,3,0,1126,240,1880,Boroondara City Council,-37.81631,145.10313,Eastern Metropolitan,2079
Sunshine West,57 Warmington Rd,3,h,500000,SP,Barry,27/11/2016,13.5,3020,3,1,2,627,109,1970,Brimbank City Council,-37.8023,144.8227,Western Metropolitan,6763
Epping,1 Koukoura Dr,4,h,585000,PI,Iconek,9/12/17,19.6,3076,4,2,2,396,165,2016,Whittlesea City Council,-37.61983,144.99608,Northern Metropolitan,10926
Bentleigh East,25 Connie St,5,h,950000,VB,Woodards,7/5/16,13.9,3165,5,2,4,618,146,1950,Glen Eira City Council,-37.9209,145.0757,Southern Metropolitan,10969
Tarneit,26 Bradman Dr,4,h,463500,S,hockingstuart,22/07/2017,18.4,3029,4,2,2,371,156,2006,Wyndham City Council,-37.867,144.65618,Western Metropolitan,10160
Templestowe Lower,7 Sassafras Dr,6,h,1710000,S,Jellis,28/10/2017,12.4,3107,6,3,2,698,276,1980,Manningham City Council,-37.77074,145.11875,Eastern Metropolitan,5420
Pascoe Vale,10/43 Arndt Rd,2,u,427500,S,hockingstuart,20/05/2017,9.9,3044,2,1,1,134,75,1988,Moreland City Council,-37.7216,144.9292,Northern Metropolitan,7485
Croydon Hills,4 Merrill Cr,3,h,790000,S,Hoskins,3/9/17,23,3136,3,2,2,659,131,1987,Maroondah City Council,-37.77473,145.26256,Eastern Metropolitan,1705
Malvern East,11 The Avenue,4,h,2425000,PI,Marshall,24/02/2018,8.4,3145,4,2,2,651,230,1920,Stonnington City Council,-37.87534,145.05488,Southern Metropolitan,8801
Keilor East,112 Rachelle Rd,5,h,1750000,VB,Nelson,17/02/2018,11.7,3033,5,4,3,501,315,2009,Brimbank City Council,-37.73972,144.87343,Western Metropolitan,5629
Croydon,434 Dorset Rd,3,h,725000,S,Stockdale,8/7/17,23,3136,3,1,2,802,105,1980,Maroondah City Council,-37.81083,145.28792,Eastern Metropolitan,11925
Flemington,53 Marshall St,3,h,1161000,S,Nelson,28/10/2017,3.4,3031,3,1,1,223,150,1910,Melbourne City Council,-37.78643,144.92482,Northern Metropolitan,3593
Keilor East,27 Park Dr,3,h,850000,S,Nelson,9/12/17,11.7,3033,3,2,2,555,185,1985,Brimbank City Council,-37.74886,144.85829,Western Metropolitan,5629
Malvern East,401A Waverley Rd,4,h,1350000,VB,Jellis,27/11/2016,11.2,3145,4,3,2,222,90,2010,Stonnington City Council,-37.878,145.0666,Southern Metropolitan,8801
Canterbury,42 Warburton Rd,3,h,2200000,VB,Noel,7/5/16,9,3126,3,3,2,468,148,1890,Boroondara City Council,-37.8264,145.0741,Southern Metropolitan,3265
Lalor,5 Rosemary Dr,3,h,660500,S,Love,24/02/2018,16.3,3075,3,1,2,602,140,1970,Whittlesea City Council,-37.66044,145.00534,Northern Metropolitan,8279
Armadale,7 Llaneast St,3,h,1939000,S,Jellis,3/12/16,6.3,3143,3,2,2,296,150,1889,Stonnington City Council,-37.8614,145.0274,Southern Metropolitan,4836
Rosanna,179 Beverley Rd,3,h,1224000,S,Nelson,26/08/2017,8.9,3084,3,1,2,609,124,1960,Banyule City Council,-37.74351,145.07965,Eastern Metropolitan,3540
Ashburton,19 Poulter St,3,h,1650000,S,Marshall,28/08/2016,11,3147,3,1,1,697,164,1947,Boroondara City Council,-37.8636,145.0903,Southern Metropolitan,3052
Preston,27 Pender St,3,h,980000,S,Harrington,22/07/2017,8.4,3072,3,1,3,397,107,1925,Darebin City Council,-37.73724,145.00984,Northern Metropolitan,14577
Mitcham,1/10 Owen St,3,u,820000,VB,Noel,27/05/2017,17.2,3132,3,1,2,439,110,1960,Whitehorse City Council,-37.82596,145.1872,Eastern Metropolitan,6871
Meadow Heights,13 Manna Ct,3,h,473000,S,Stockdale,9/9/17,17.4,3048,3,1,2,501,129,1992,Hume City Council,-37.64343,144.91193,Northern Metropolitan,4704
Brunswick East,33 Holmes St,2,h,950000,S,Nelson,16/09/2017,4,3057,2,2,1,224,89,1900,Moreland City Council,-37.75995,144.97413,Northern Metropolitan,5533
Brunswick West,10 Shamrock St,3,h,1100000,VB,Nelson,13/05/2017,5.9,3055,3,2,1,169,139,1900,Moreland City Council,-37.7585,144.9504,Northern Metropolitan,7082
Pascoe Vale,1/22 Joffre Rd,3,u,736000,S,Nelson,27/05/2017,8.5,3044,3,1,0,278,116,1950,Moreland City Council,-37.71798,144.93965,Northern Metropolitan,7485
Albion,3 Merlow St,4,h,820000,S,Bells,17/06/2017,10.5,3020,4,2,1,604,127,1950,Brimbank City Council,-37.77967,144.81275,Western Metropolitan,2185
Sunshine West,3 Arnold St,3,h,650000,S,Douglas,19/08/2017,10.5,3020,3,1,1,650,117,1965,Brimbank City Council,-37.78651,144.81357,Western Metropolitan,6763
Wantirna South,20 Mingana Rd,4,h,1060000,SP,Ray,16/09/2017,14.7,3152,4,2,3,729,173,1970,Knox City Council,-37.85728,145.24839,Eastern Metropolitan,7082
Hawthorn,31 Smart St,2,h,1800000,S,Jellis,13/05/2017,4.6,3122,2,1,0,221,106,1900,Boroondara City Council,-37.8163,145.0251,Southern Metropolitan,11308
Coburg,27 Bruce St,3,h,680000,PI,Raine,23/04/2016,7.8,3058,2,1,2,462,72,1920,Darebin City Council,-37.7448,144.9478,Northern Metropolitan,11204
Chadstone,2/13 Batesford Rd,3,u,988000,SA,Buxton,20/05/2017,13.6,3148,3,2,2,286,124,2008,Monash City Council,-37.8755,145.0954,Southern Metropolitan,3582
Altona Meadows,52 Shirley St,3,h,620000,S,hockingstuart,22/07/2017,15.5,3028,3,1,2,466,107,1975,Hobsons Bay City Council,-37.87019,144.7843,Western Metropolitan,7630
Greenvale,17 Glenmore Pl,4,h,685000,PI,YPA,9/12/17,20.4,3059,4,2,2,700,198,1999,Hume City Council,-37.64959,144.90648,Northern Metropolitan,4864
Hampton,3/46 Fewster Rd,2,u,760000,S,hockingstuart,6/8/16,13.7,3188,2,1,1,90,86,1985,Bayside City Council,-37.9389,145.0186,Southern Metropolitan,5454
Oakleigh,68 Haughton Rd,3,h,760000,PI,Woodards,23/09/2017,12.3,3166,3,1,1,692,120,1940,Monash City Council,-37.90584,145.09495,Southern Metropolitan,3224
Rowville,18 Yvette Dr,3,h,860000,S,Harcourts,8/7/17,23.5,3178,3,2,2,537,220,2001,Knox City Council,-37.92778,145.24796,South-Eastern Metropolitan,11667
Gisborne,42 Kilmore Rd,3,h,775000,S,Raine,12/8/17,45.9,3437,3,2,4,1290,231,1988,Macedon Ranges Shire Council,-37.48381,144.60052,Northern Victoria,3376
Glen Huntly,83 Grange Rd,3,h,1160000,S,Gary,8/10/16,10.4,3163,3,1,2,553,137,1930,Glen Eira City Council,-37.8878,145.0456,Southern Metropolitan,2403
Northcote,99 Christmas St,2,h,1575000,SA,McGrath,7/11/16,5.5,3070,2,1,3,607,126,1945,Darebin City Council,-37.7668,145.0149,Northern Metropolitan,11364
Seddon,18 William St,4,h,1270000,S,Jas,28/05/2016,6.6,3011,3,1,1,352,150,1890,Maribyrnong City Council,-37.8059,144.8899,Western Metropolitan,2417
Carnegie,5/40 Woorayl St,2,u,430000,VB,Ray,15/07/2017,10.1,3163,2,1,1,2048,68,1960,Glen Eira City Council,-37.88642,145.05979,Southern Metropolitan,7822
Greenvale,7 Murray Ct,5,h,1170000,S,Barry,3/6/17,20.4,3059,5,3,5,1750,310,1990,Hume City Council,-37.65439,144.89113,Northern Metropolitan,4864
Hadfield,27 West St,3,h,772500,S,Nelson,6/1/18,11.2,3046,3,2,2,543,130,1970,Moreland City Council,-37.71329,144.93702,Northern Metropolitan,2606
Aberfeldie,21 May St,4,h,1346000,S,Nelson,8/10/16,9.1,3040,2,2,2,559,204,1995,Moonee Valley City Council,-37.7614,144.8925,Western Metropolitan,1543
Taylors Hill,5 Addicott Wy,4,h,675000,S,O'Brien,11/11/17,18,3037,4,2,2,618,175,2006,Melton City Council,-37.7195,144.7494,Western Metropolitan,4242
Maidstone,4 Maple St,5,h,1350000,S,Biggin,19/11/2016,9.2,3012,5,3,2,527,358,2009,Maribyrnong City Council,-37.7746,144.8727,Western Metropolitan,3873
Williamstown North,6 Edina St,3,h,862000,SP,Greg,27/05/2017,6.8,3016,3,1,1,353,85.35,1940,Hobsons Bay City Council,-37.85432,144.88214,Western Metropolitan,802
Camberwell,532 Burke Rd,4,h,2000000,VB,Noel,28/08/2016,7.8,3124,4,3,4,697,271,1980,Boroondara City Council,-37.836,145.056,Southern Metropolitan,8920
Parkdale,22 Keith St,4,h,1300000,SP,Buxton,24/06/2017,21.5,3195,4,2,2,597,150,1970,Kingston City Council,-37.99232,145.08469,South-Eastern Metropolitan,5087
Bentleigh East,2/16 Bessie St,3,u,770000,PI,hockingstuart,25/02/2017,13.9,3165,3,2,1,281,132,2005,Glen Eira City Council,-37.9257,145.0811,Southern Metropolitan,10969
Craigieburn,13 Fermont Av,4,h,583000,S,Barry,18/11/2017,20.6,3064,4,2,2,400,144,2011,Hume City Council,-37.5812,144.9126,Northern Metropolitan,15510
Fairfield,147 Gillies St,3,h,1375000,S,McGrath,28/08/2016,5.8,3078,3,1,1,496,122,1910,Darebin City Council,-37.7737,145.018,Northern Metropolitan,2970
Hawthorn East,503 Tooronga Rd,3,h,1700000,VB,Jellis,10/9/16,7.5,3123,3,2,1,646,228,1980,Boroondara City Council,-37.8337,145.0469,Southern Metropolitan,6482
Mitcham,11 Beaufort St,3,h,1101000,S,Ray,22/07/2017,17.2,3132,3,1,2,774,132.6,1950,Whitehorse City Council,-37.80588,145.1981,Eastern Metropolitan,6871
Reservoir,1/65 Keon Pde,3,u,500000,S,Ray,12/11/16,11.2,3073,3,1,1,359,109,1960,Darebin City Council,-37.6957,145.0161,Northern Metropolitan,21650
Fawkner,2 Murray St,4,h,562000,S,Stockdale,27/06/2016,12.4,3060,4,2,2,374,136,2005,Hume City Council,-37.7056,144.9671,Northern Metropolitan,5070
Coburg,32 Rose St,2,h,901000,S,Peter,27/06/2016,7.8,3058,2,1,1,545,107,1940,Darebin City Council,-37.7445,144.9471,Northern Metropolitan,11204
Malvern East,8 Vickery St,4,h,3600000,S,Marshall,24/06/2017,8.4,3145,4,3,2,552,355,2015,Stonnington City Council,-37.87421,145.04958,Southern Metropolitan,8801
Glenroy,3/48 William St,2,h,417000,S,Stockdale,27/11/2016,13,3046,2,1,1,172,77,2013,Moreland City Council,-37.7074,144.9086,Northern Metropolitan,8870
Footscray,47 Shepherd St,3,h,871000,S,Greg,13/05/2017,6.4,3011,3,1,1,267,101,1900,Maribyrnong City Council,-37.7951,144.8901,Western Metropolitan,7570
Mernda,12 Halliday Rd,3,h,460000,SP,Barry,14/10/2017,25.9,3754,3,2,1,212,100,2014,Whittlesea City Council,-37.59783,145.08033,Northern Metropolitan,5812
Elwood,3/44 Wave St,2,u,695500,SP,Chisholm,3/6/17,7.2,3184,2,1,1,887,76,1973,Port Phillip City Council,-37.88349,144.98699,Southern Metropolitan,8989
